id,station_code,sample_date,analyte,result,unit
539,Crown 2001 Shoreline Dr.,2018-06-04T00:00:00,"Coliform, Total",340,MPN/100 mL
540,Crown 2001 Shoreline Dr.,2017-12-04T00:00:00,Enterococcus,25,cfu/100mL
541,Crown 2001 Shoreline Dr.,2018-01-16T00:00:00,Enterococcus,5,cfu/100mL
542,Crown 2001 Shoreline Dr.,2018-01-16T00:00:00,"Coliform, Fecal",16,cfu/100mL
543,Crown 2001 Shoreline Dr.,2018-03-12T00:00:00,"Coliform, Total",97,MPN/100 mL
544,Crown 2001 Shoreline Dr.,2018-03-12T00:00:00,Enterococcus,73,cfu/100mL
545,Crown 2001 Shoreline Dr.,2018-06-04T00:00:00,"Coliform, Fecal",5,cfu/100mL
546,Crown 2001 Shoreline Dr.,2018-06-11T00:00:00,"Coliform, Fecal",11,cfu/100mL
547,Crown 2001 Shoreline Dr.,2018-06-18T00:00:00,"Coliform, Total",41,MPN/100 mL
548,Crown 2001 Shoreline Dr.,2018-06-18T00:00:00,Enterococcus,3,cfu/100mL
549,Crown 2001 Shoreline Dr.,2018-07-02T00:00:00,"Coliform, Total",660,MPN/100 mL
550,Crown 2001 Shoreline Dr.,2018-07-09T00:00:00,"Coliform, Fecal",18,cfu/100mL
551,Crown 2001 Shoreline Dr.,2018-07-23T00:00:00,"Coliform, Total",140,MPN/100 mL
552,Crown 2001 Shoreline Dr.,2018-08-13T00:00:00,"Coliform, Total",260,MPN/100 mL
553,Crown 2001 Shoreline Dr.,2018-08-13T00:00:00,Enterococcus,16,cfu/100mL
554,Crown 2001 Shoreline Dr.,2018-08-20T00:00:00,"Coliform, Total",110,MPN/100 mL
555,Crown 2001 Shoreline Dr.,2018-03-26T00:00:00,Enterococcus,42,cfu/100mL
556,Crown 2001 Shoreline Dr.,2018-03-26T00:00:00,"Coliform, Fecal",34,cfu/100mL
557,Crown 2001 Shoreline Dr.,2018-04-02T00:00:00,"Coliform, Fecal",15,cfu/100mL
558,Crown 2001 Shoreline Dr.,2018-04-09T00:00:00,"Coliform, Fecal",460,cfu/100mL
559,Crown 2001 Shoreline Dr.,2018-04-11T00:00:00,"Coliform, Fecal",130,cfu/100mL
560,Crown 2001 Shoreline Dr.,2018-08-27T00:00:00,Enterococcus,12,cfu/100mL
561,Crown 2001 Shoreline Dr.,2018-08-27T00:00:00,"Coliform, Fecal",190,cfu/100mL
562,Crown 2001 Shoreline Dr.,2018-09-11T00:00:00,"Coliform, Total",200,MPN/100 mL
563,Crown 2001 Shoreline Dr.,2018-10-09T00:00:00,Enterococcus,3,cfu/100mL
564,Crown 2001 Shoreline Dr.,2018-10-15T00:00:00,Enterococcus,1,cfu/100mL
565,Crown 2001 Shoreline Dr.,2018-04-23T00:00:00,Enterococcus,18,cfu/100mL
566,Crown 2001 Shoreline Dr.,2018-04-30T00:00:00,Enterococcus,48,cfu/100mL
567,Crown 2001 Shoreline Dr.,2018-06-25T00:00:00,"Coliform, Total",290,MPN/100 mL
568,Crown 2001 Shoreline Dr.,2018-06-25T00:00:00,Enterococcus,9,cfu/100mL
569,Crown 2001 Shoreline Dr.,2018-06-25T00:00:00,"Coliform, Fecal",32,cfu/100mL
570,Crown 2001 Shoreline Dr.,2018-10-22T00:00:00,"Coliform, Fecal",290,cfu/100mL
571,Crown 2001 Shoreline Dr.,2018-10-29T00:00:00,"Coliform, Fecal",7,cfu/100mL
572,Crown 2001 Shoreline Dr.,2018-11-07T00:00:00,"Coliform, Fecal",190,cfu/100mL
573,Crown 2001 Shoreline Dr.,2018-12-03T00:00:00,"Coliform, Fecal",19,cfu/100mL
574,Crown 2001 Shoreline Dr.,2018-12-17T00:00:00,"Coliform, Fecal",1100,cfu/100mL
575,Crown 2001 Shoreline Dr.,2018-07-23T00:00:00,Enterococcus,2,cfu/100mL
576,Crown 2001 Shoreline Dr.,2018-07-30T00:00:00,"Coliform, Total",96,MPN/100 mL
577,Crown 2001 Shoreline Dr.,2018-08-06T00:00:00,"Coliform, Total",31,MPN/100 mL
578,Crown 2001 Shoreline Dr.,2018-08-20T00:00:00,Enterococcus,1,cfu/100mL
579,Crown 2001 Shoreline Dr.,2018-08-27T00:00:00,"Coliform, Total",500,MPN/100 mL
580,Crown 2001 Shoreline Dr.,2018-12-19T00:00:00,Enterococcus,140,cfu/100mL
581,Crown 2001 Shoreline Dr.,2019-01-22T00:00:00,Enterococcus,23,cfu/100mL
582,Crown 2001 Shoreline Dr.,2019-01-22T00:00:00,"Coliform, Fecal",40,cfu/100mL
583,Crown 2001 Shoreline Dr.,2019-02-07T00:00:00,"Coliform, Total",31,MPN/100 mL
584,Crown 2001 Shoreline Dr.,2019-02-19T00:00:00,"Coliform, Total",150,MPN/100 mL
585,Crown 2001 Shoreline Dr.,2018-09-04T00:00:00,"Coliform, Fecal",3,cfu/100mL
586,Crown 2001 Shoreline Dr.,2018-09-17T00:00:00,"Coliform, Total",63,MPN/100 mL
587,Crown 2001 Shoreline Dr.,2018-09-17T00:00:00,Enterococcus,17,cfu/100mL
588,Crown 2001 Shoreline Dr.,2018-09-25T00:00:00,Enterococcus,47,cfu/100mL
589,Crown 2001 Shoreline Dr.,2018-11-05T00:00:00,"Coliform, Total",1600,MPN/100 mL
590,Crown 2001 Shoreline Dr.,2019-03-04T00:00:00,"Coliform, Fecal",66,cfu/100mL
591,Crown 2001 Shoreline Dr.,2019-03-18T00:00:00,Enterococcus,100,cfu/100mL
592,Crown 2001 Shoreline Dr.,2019-03-18T00:00:00,"Coliform, Fecal",490,cfu/100mL
593,Crown 2001 Shoreline Dr.,2019-04-02T00:00:00,"Coliform, Fecal",610,cfu/100mL
594,Crown 2001 Shoreline Dr.,2019-04-17T00:00:00,"Coliform, Total",85,MPN/100 mL
595,Crown 2001 Shoreline Dr.,2019-04-22T00:00:00,Enterococcus,1,cfu/100mL
596,Crown 2001 Shoreline Dr.,2019-05-13T00:00:00,Enterococcus,3,cfu/100mL
597,Crown 2001 Shoreline Dr.,2019-05-13T00:00:00,"Coliform, Total",980,MPN/100 mL
598,Crown 2001 Shoreline Dr.,2019-05-28T00:00:00,"Coliform, Total",330,MPN/100 mL
599,Crown 2001 Shoreline Dr.,2019-06-17T00:00:00,Enterococcus,1,cfu/100mL
600,Crown 2001 Shoreline Dr.,2019-06-17T00:00:00,"Coliform, Fecal",6,cfu/100mL
601,Crown 2001 Shoreline Dr.,2019-07-01T00:00:00,Enterococcus,5,cfu/100mL
602,Crown 2001 Shoreline Dr.,2019-07-08T00:00:00,Enterococcus,3,cfu/100mL
603,Crown 2001 Shoreline Dr.,2019-07-08T00:00:00,"Coliform, Total",63,MPN/100 mL
604,Crown 2001 Shoreline Dr.,2019-07-29T00:00:00,"Coliform, Fecal",19,cfu/100mL
605,Crown 2001 Shoreline Dr.,2018-11-05T00:00:00,Enterococcus,110,cfu/100mL
606,Crown 2001 Shoreline Dr.,2018-11-05T00:00:00,"Coliform, Fecal",680,cfu/100mL
607,Crown 2001 Shoreline Dr.,2018-11-07T00:00:00,Enterococcus,37,cfu/100mL
608,Crown 2001 Shoreline Dr.,2018-11-19T00:00:00,Enterococcus,8,cfu/100mL
609,Crown 2001 Shoreline Dr.,2018-12-17T00:00:00,"Coliform, Total",17000,MPN/100 mL
610,Crown 2001 Shoreline Dr.,2018-12-19T00:00:00,"Coliform, Fecal",140,cfu/100mL
611,Crown 2001 Shoreline Dr.,2018-12-26T00:00:00,"Coliform, Total",130,MPN/100 mL
612,Crown 2001 Shoreline Dr.,2019-01-14T00:00:00,Enterococcus,280,cfu/100mL
613,Crown 2001 Shoreline Dr.,2019-01-14T00:00:00,"Coliform, Total",3900,MPN/100 mL
614,Crown 2001 Shoreline Dr.,2019-02-04T00:00:00,"Coliform, Total",910,MPN/100 mL
615,Crown 2001 Shoreline Dr.,2019-08-12T00:00:00,Enterococcus,9,cfu/100mL
616,Crown 2001 Shoreline Dr.,2019-08-12T00:00:00,"Coliform, Total",150,MPN/100 mL
617,Crown 2001 Shoreline Dr.,2019-08-19T00:00:00,"Coliform, Fecal",55,cfu/100mL
618,Crown 2001 Shoreline Dr.,2019-09-03T00:00:00,Enterococcus,7,cfu/100mL
619,Crown 2001 Shoreline Dr.,2019-09-03T00:00:00,"Coliform, Total",380,MPN/100 mL
620,Crown 2001 Shoreline Dr.,2019-09-12T00:00:00,"Coliform, Total",540,MPN/100 mL
621,Crown 2001 Shoreline Dr.,2019-10-07T00:00:00,"Coliform, Total",10,MPN/100 mL
622,Crown 2001 Shoreline Dr.,2019-11-18T00:00:00,"Coliform, Total",31,MPN/100 mL
623,Crown 2001 Shoreline Dr.,2019-12-02T00:00:00,"Coliform, Total",910,MPN/100 mL
624,Crown 2001 Shoreline Dr.,2020-02-03T00:00:00,Enterococcus,58,cfu/100mL
625,Crown 2001 Shoreline Dr.,2020-03-23T00:00:00,Enterococcus,90,cfu/100mL
626,Crown 2001 Shoreline Dr.,2020-03-23T00:00:00,"Coliform, Total",190,MPN/100 mL
627,Crown 2001 Shoreline Dr.,2020-04-06T00:00:00,Enterococcus,1,cfu/100mL
628,Crown 2001 Shoreline Dr.,2020-04-13T00:00:00,"Coliform, Total",10,MPN/100 mL
629,Crown 2001 Shoreline Dr.,2020-05-18T00:00:00,Enterococcus,1,cfu/100mL
630,Crown 2001 Shoreline Dr.,2020-06-01T00:00:00,Enterococcus,2,cfu/100mL
631,Crown 2001 Shoreline Dr.,2020-06-01T00:00:00,"Coliform, Total",150,MPN/100 mL
632,Crown 2001 Shoreline Dr.,2020-06-15T00:00:00,Enterococcus,1,cfu/100mL
633,Crown 2001 Shoreline Dr.,2020-06-15T00:00:00,"Coliform, Fecal",6,cfu/100mL
634,Crown 2001 Shoreline Dr.,2020-06-22T00:00:00,"Coliform, Fecal",4,cfu/100mL
635,Crown 2001 Shoreline Dr.,2020-06-29T00:00:00,"Coliform, Total",220,MPN/100 mL
636,Crown 2001 Shoreline Dr.,2020-06-29T00:00:00,"Coliform, Fecal",3,cfu/100mL
637,Crown 2001 Shoreline Dr.,2020-07-13T00:00:00,"Coliform, Total",270,MPN/100 mL
638,Crown 2001 Shoreline Dr.,2020-07-13T00:00:00,"Coliform, Fecal",1,cfu/100mL
639,Crown 2001 Shoreline Dr.,2020-08-03T00:00:00,Enterococcus,3,cfu/100mL
640,Crown 2001 Shoreline Dr.,2020-09-08T00:00:00,"Coliform, Total",130,MPN/100 mL
641,Crown 2001 Shoreline Dr.,2020-09-14T00:00:00,"Coliform, Fecal",27,cfu/100mL
642,Crown 2001 Shoreline Dr.,2020-09-21T00:00:00,Enterococcus,2,cfu/100mL
643,Crown 2001 Shoreline Dr.,2020-09-21T00:00:00,"Coliform, Fecal",11,cfu/100mL
644,Crown 2001 Shoreline Dr.,2020-09-28T00:00:00,"Coliform, Fecal",4,cfu/100mL
645,Crown 2001 Shoreline Dr.,2020-10-19T00:00:00,"Coliform, Total",1600,MPN/100 mL
646,Crown 2001 Shoreline Dr.,2020-10-21T00:00:00,"Coliform, Total",30,MPN/100 mL
647,Crown 2001 Shoreline Dr.,2020-10-21T00:00:00,"Coliform, Fecal",2,cfu/100mL
648,Crown 2001 Shoreline Dr.,2020-11-02T00:00:00,Enterococcus,2,cfu/100mL
649,Crown 2001 Shoreline Dr.,2020-12-14T00:00:00,"Coliform, Total",75,MPN/100 mL
650,Crown 2001 Shoreline Dr.,2019-02-19T00:00:00,Enterococcus,10,cfu/100mL
651,Crown 2001 Shoreline Dr.,2019-03-04T00:00:00,"Coliform, Total",380,MPN/100 mL
652,Crown 2001 Shoreline Dr.,2019-04-15T00:00:00,"Coliform, Total",6500,MPN/100 mL
653,Crown 2001 Shoreline Dr.,2019-04-17T00:00:00,Enterococcus,1,cfu/100mL
654,Crown 2001 Shoreline Dr.,2019-04-17T00:00:00,"Coliform, Fecal",4,cfu/100mL
655,Crown 2001 Shoreline Dr.,2019-04-22T00:00:00,"Coliform, Fecal",4,cfu/100mL
656,Crown 2001 Shoreline Dr.,2019-05-06T00:00:00,Enterococcus,14,cfu/100mL
657,Crown 2001 Shoreline Dr.,2019-05-06T00:00:00,"Coliform, Fecal",9,cfu/100mL
658,Crown 2001 Shoreline Dr.,2019-05-20T00:00:00,Enterococcus,5,cfu/100mL
659,Crown 2001 Shoreline Dr.,2019-05-28T00:00:00,Enterococcus,8,cfu/100mL
660,Crown 2001 Shoreline Dr.,2020-12-14T00:00:00,"Coliform, Fecal",9,cfu/100mL
661,Crown 2001 Shoreline Dr.,2021-01-11T00:00:00,"Coliform, Fecal",15,cfu/100mL
662,Crown 2001 Shoreline Dr.,2021-01-25T00:00:00,Enterococcus,11,cfu/100mL
663,Crown 2001 Shoreline Dr.,2021-01-25T00:00:00,"Coliform, Total",10,MPN/100 mL
664,Crown 2001 Shoreline Dr.,2021-03-08T00:00:00,"Coliform, Fecal",160,cfu/100mL
665,Crown 2001 Shoreline Dr.,2021-03-22T00:00:00,"Coliform, Total",41,MPN/100 mL
666,Crown 2001 Shoreline Dr.,2021-04-05T00:00:00,Enterococcus,49,cfu/100mL
667,Crown 2001 Shoreline Dr.,2021-04-05T00:00:00,"Coliform, Total",52,MPN/100 mL
668,Crown 2001 Shoreline Dr.,2021-04-26T00:00:00,"Coliform, Fecal",2,cfu/100mL
669,Crown 2001 Shoreline Dr.,2021-05-10T00:00:00,"Coliform, Total",98,MPN/100 mL
670,Crown 2001 Shoreline Dr.,2021-05-24T00:00:00,"Coliform, Total",10,MPN/100 mL
671,Crown 2001 Shoreline Dr.,2021-06-01T00:00:00,Enterococcus,1,cfu/100mL
672,Crown 2001 Shoreline Dr.,2021-06-01T00:00:00,"Coliform, Total",10,MPN/100 mL
673,Crown 2001 Shoreline Dr.,2019-06-10T00:00:00,Enterococcus,39,cfu/100mL
674,Crown 2001 Shoreline Dr.,2019-06-24T00:00:00,"Coliform, Total",63,MPN/100 mL
675,Crown 2001 Shoreline Dr.,2019-06-24T00:00:00,"Coliform, Fecal",22,cfu/100mL
676,Crown 2001 Shoreline Dr.,2019-07-01T00:00:00,"Coliform, Total",260,MPN/100 mL
677,Crown 2001 Shoreline Dr.,2019-07-15T00:00:00,"Coliform, Fecal",28,cfu/100mL
678,Crown 2001 Shoreline Dr.,2019-07-22T00:00:00,"Coliform, Total",85,MPN/100 mL
679,Crown 2001 Shoreline Dr.,2019-07-29T00:00:00,Enterococcus,3,cfu/100mL
680,Crown 2001 Shoreline Dr.,2019-07-29T00:00:00,"Coliform, Total",260,MPN/100 mL
681,Crown 2001 Shoreline Dr.,2019-08-05T00:00:00,"Coliform, Total",10,MPN/100 mL
682,Crown 2001 Shoreline Dr.,2019-08-05T00:00:00,"Coliform, Fecal",9,cfu/100mL
683,Crown 2001 Shoreline Dr.,2019-08-19T00:00:00,"Coliform, Total",110,MPN/100 mL
684,Crown 2001 Shoreline Dr.,2019-08-26T00:00:00,"Coliform, Total",84,MPN/100 mL
685,Crown 2001 Shoreline Dr.,2019-08-26T00:00:00,"Coliform, Fecal",12,cfu/100mL
686,Crown 2001 Shoreline Dr.,2019-09-10T00:00:00,"Coliform, Total",210,MPN/100 mL
687,Crown 2001 Shoreline Dr.,2019-09-12T00:00:00,Enterococcus,120,cfu/100mL
688,Crown 2001 Shoreline Dr.,2019-09-16T00:00:00,"Coliform, Total",300,MPN/100 mL
689,Crown 2001 Shoreline Dr.,2019-09-16T00:00:00,"Coliform, Fecal",120,cfu/100mL
690,Crown 2001 Shoreline Dr.,2019-09-30T00:00:00,"Coliform, Fecal",56,cfu/100mL
691,Crown 2001 Shoreline Dr.,2019-10-07T00:00:00,Enterococcus,1,cfu/100mL
692,Crown 2001 Shoreline Dr.,2019-10-15T00:00:00,"Coliform, Fecal",170,cfu/100mL
693,Crown 2001 Shoreline Dr.,2019-10-21T00:00:00,Enterococcus,2,cfu/100mL
694,Crown 2001 Shoreline Dr.,2019-10-21T00:00:00,"Coliform, Fecal",6,cfu/100mL
695,Crown 2001 Shoreline Dr.,2019-10-28T00:00:00,Enterococcus,6,cfu/100mL
696,Crown 2001 Shoreline Dr.,2019-10-28T00:00:00,"Coliform, Fecal",7,cfu/100mL
697,Crown 2001 Shoreline Dr.,2019-11-18T00:00:00,Enterococcus,3,cfu/100mL
698,Crown 2001 Shoreline Dr.,2019-12-17T00:00:00,"Coliform, Fecal",8,cfu/100mL
699,Crown 2001 Shoreline Dr.,2020-01-27T00:00:00,Enterococcus,2,cfu/100mL
700,Crown 2001 Shoreline Dr.,2020-01-27T00:00:00,"Coliform, Total",30,MPN/100 mL
701,Crown 2001 Shoreline Dr.,2020-02-03T00:00:00,"Coliform, Fecal",180,cfu/100mL
702,Crown 2001 Shoreline Dr.,2020-02-24T00:00:00,Enterococcus,20,cfu/100mL
703,Crown 2001 Shoreline Dr.,2020-03-11T00:00:00,Enterococcus,83,cfu/100mL
704,Crown 2001 Shoreline Dr.,2020-04-06T00:00:00,"Coliform, Total",10,MPN/100 mL
705,Crown 2001 Shoreline Dr.,2020-04-13T00:00:00,Enterococcus,7,cfu/100mL
706,Crown 2001 Shoreline Dr.,2020-04-27T00:00:00,Enterococcus,1,cfu/100mL
707,Crown 2001 Shoreline Dr.,2020-05-04T00:00:00,"Coliform, Total",250,MPN/100 mL
708,Crown 2001 Shoreline Dr.,2020-05-26T00:00:00,"Coliform, Total",300,MPN/100 mL
709,Crown 2001 Shoreline Dr.,2020-06-08T00:00:00,Enterococcus,8,cfu/100mL
710,Crown 2001 Shoreline Dr.,2020-06-08T00:00:00,"Coliform, Total",520,MPN/100 mL
711,Crown 2001 Shoreline Dr.,2020-07-06T00:00:00,"Coliform, Fecal",21,cfu/100mL
712,Crown 2001 Shoreline Dr.,2020-07-13T00:00:00,Enterococcus,1,cfu/100mL
713,Crown 2001 Shoreline Dr.,2020-07-20T00:00:00,"Coliform, Fecal",4,cfu/100mL
714,Crown 2001 Shoreline Dr.,2020-08-03T00:00:00,"Coliform, Fecal",14,cfu/100mL
715,Crown 2001 Shoreline Dr.,2020-08-10T00:00:00,"Coliform, Total",84,MPN/100 mL
716,Crown 2001 Shoreline Dr.,2020-08-31T00:00:00,"Coliform, Total",75,MPN/100 mL
717,Crown 2001 Shoreline Dr.,2020-08-31T00:00:00,"Coliform, Fecal",13,cfu/100mL
718,Crown 2001 Shoreline Dr.,2020-09-08T00:00:00,Enterococcus,1,cfu/100mL
719,Crown 2001 Shoreline Dr.,2020-09-16T00:00:00,Enterococcus,2,cfu/100mL
720,Crown 2001 Shoreline Dr.,2020-09-21T00:00:00,"Coliform, Total",63,MPN/100 mL
721,Crown 2001 Shoreline Dr.,2020-09-28T00:00:00,Enterococcus,1,cfu/100mL
722,Crown 2001 Shoreline Dr.,2020-10-05T00:00:00,"Coliform, Total",52,MPN/100 mL
723,Crown 2001 Shoreline Dr.,2020-10-13T00:00:00,Enterococcus,4,cfu/100mL
724,Crown 2001 Shoreline Dr.,2020-10-13T00:00:00,"Coliform, Fecal",29,cfu/100mL
725,Crown 2001 Shoreline Dr.,2020-10-26T00:00:00,"Coliform, Fecal",9,cfu/100mL
726,Crown 2001 Shoreline Dr.,2020-11-02T00:00:00,"Coliform, Total",41,MPN/100 mL
727,Crown 2001 Shoreline Dr.,2020-12-14T00:00:00,Enterococcus,5,cfu/100mL
728,Crown 2001 Shoreline Dr.,2021-01-11T00:00:00,Enterococcus,6,cfu/100mL
729,Crown 2001 Shoreline Dr.,2021-02-22T00:00:00,Enterococcus,1,cfu/100mL
730,Crown 2001 Shoreline Dr.,2021-04-26T00:00:00,Enterococcus,1,cfu/100mL
731,Crown 2001 Shoreline Dr.,2021-05-03T00:00:00,Enterococcus,3,cfu/100mL
732,Crown 2001 Shoreline Dr.,2021-05-03T00:00:00,"Coliform, Total",10,MPN/100 mL
733,Crown 2001 Shoreline Dr.,2021-05-24T00:00:00,Enterococcus,21,cfu/100mL
734,Crown 2001 Shoreline Dr.,2010-05-17T00:00:00,Enterococcus,8,MPN/100 mL
735,Crown 2001 Shoreline Dr.,2010-05-17T00:00:00,Enterococcus,8,MPN/100 mL
736,Crown 2001 Shoreline Dr.,2014-09-02T00:00:00,"Coliform, Total",330,MPN/100 mL
737,Crown 2001 Shoreline Dr.,2014-09-02T00:00:00,Enterococcus,6,MPN/100 mL
738,Crown 2001 Shoreline Dr.,2014-10-01T00:00:00,Enterococcus,4,MPN/100 mL
739,Crown 2001 Shoreline Dr.,2014-10-06T00:00:00,"Coliform, Fecal",11,MPN/100 mL
740,Crown 2001 Shoreline Dr.,2014-10-14T00:00:00,"Coliform, Fecal",72,MPN/100 mL
741,Crown 2001 Shoreline Dr.,2014-10-20T00:00:00,"Coliform, Total",3400,MPN/100 mL
742,Crown 2001 Shoreline Dr.,2014-10-27T00:00:00,Enterococcus,1,MPN/100 mL
743,Crown 2001 Shoreline Dr.,2014-10-27T00:00:00,"Coliform, Fecal",6,MPN/100 mL
744,Crown 2001 Shoreline Dr.,2014-11-10T00:00:00,Enterococcus,1,MPN/100 mL
745,Crown 2001 Shoreline Dr.,2014-12-08T00:00:00,Enterococcus,8,MPN/100 mL
746,Crown 2001 Shoreline Dr.,2014-12-08T00:00:00,"Coliform, Fecal",6,MPN/100 mL
747,Crown 2001 Shoreline Dr.,2014-12-22T00:00:00,Enterococcus,9,MPN/100 mL
748,Crown 2001 Shoreline Dr.,2015-01-20T00:00:00,"Coliform, Fecal",130,MPN/100 mL
749,Crown 2001 Shoreline Dr.,2015-03-02T00:00:00,"Coliform, Total",560,MPN/100 mL
750,Crown 2001 Shoreline Dr.,2015-03-16T00:00:00,"Coliform, Total",290,MPN/100 mL
751,Crown 2001 Shoreline Dr.,2015-03-17T00:00:00,Enterococcus,320,MPN/100 mL
752,Crown 2001 Shoreline Dr.,2015-03-18T00:00:00,"Coliform, Fecal",3,MPN/100 mL
753,Crown 2001 Shoreline Dr.,2015-04-01T00:00:00,"Coliform, Total",10,MPN/100 mL
754,Crown 2001 Shoreline Dr.,2015-04-01T00:00:00,Enterococcus,4,MPN/100 mL
755,Crown 2001 Shoreline Dr.,2015-04-01T00:00:00,"Coliform, Fecal",2,MPN/100 mL
756,Crown 2001 Shoreline Dr.,2015-04-06T00:00:00,Enterococcus,8,MPN/100 mL
757,Crown 2001 Shoreline Dr.,2015-04-13T00:00:00,"Coliform, Total",120,MPN/100 mL
758,Crown 2001 Shoreline Dr.,2015-04-13T00:00:00,Enterococcus,3,MPN/100 mL
759,Crown 2001 Shoreline Dr.,2015-04-14T00:00:00,"Coliform, Total",120,MPN/100 mL
760,Crown 2001 Shoreline Dr.,2015-04-14T00:00:00,Enterococcus,3,MPN/100 mL
761,Crown 2001 Shoreline Dr.,2015-04-27T00:00:00,Enterococcus,1,MPN/100 mL
762,Crown 2001 Shoreline Dr.,2015-05-11T00:00:00,"Coliform, Total",30,MPN/100 mL
763,Crown 2001 Shoreline Dr.,2015-05-11T00:00:00,"Coliform, Fecal",4,MPN/100 mL
764,Crown 2001 Shoreline Dr.,2015-06-01T00:00:00,"Coliform, Fecal",1,MPN/100 mL
765,Crown 2001 Shoreline Dr.,2015-06-08T00:00:00,"Coliform, Total",190,MPN/100 mL
766,Crown 2001 Shoreline Dr.,2015-06-08T00:00:00,Enterococcus,11,MPN/100 mL
767,Crown 2001 Shoreline Dr.,2015-06-08T00:00:00,"Coliform, Fecal",1,MPN/100 mL
768,Crown 2001 Shoreline Dr.,2015-07-13T00:00:00,"Coliform, Total",610,MPN/100 mL
769,Crown 2001 Shoreline Dr.,2015-07-13T00:00:00,"Coliform, Fecal",6,MPN/100 mL
770,Crown 2001 Shoreline Dr.,2015-07-20T00:00:00,Enterococcus,22,MPN/100 mL
771,Crown 2001 Shoreline Dr.,2015-08-03T00:00:00,Enterococcus,15,MPN/100 mL
772,Crown 2001 Shoreline Dr.,2015-08-03T00:00:00,"Coliform, Fecal",190,MPN/100 mL
773,Crown 2001 Shoreline Dr.,2015-08-24T00:00:00,"Coliform, Total",390,MPN/100 mL
774,Crown 2001 Shoreline Dr.,2015-08-24T00:00:00,Enterococcus,21,MPN/100 mL
775,Crown 2001 Shoreline Dr.,2015-08-31T00:00:00,"Coliform, Fecal",70,MPN/100 mL
776,Crown 2001 Shoreline Dr.,2015-09-10T00:00:00,"Coliform, Total",520,MPN/100 mL
777,Crown 2001 Shoreline Dr.,2015-09-15T00:00:00,"Coliform, Total",370,MPN/100 mL
778,Crown 2001 Shoreline Dr.,2015-09-21T00:00:00,"Coliform, Fecal",39,MPN/100 mL
779,Crown 2001 Shoreline Dr.,2015-09-27T00:00:00,"Coliform, Fecal",4,MPN/100 mL
780,Crown 2001 Shoreline Dr.,2015-09-28T00:00:00,"Coliform, Total",230,MPN/100 mL
781,Crown 2001 Shoreline Dr.,2015-10-06T00:00:00,Enterococcus,1,MPN/100 mL
782,Crown 2001 Shoreline Dr.,2015-10-06T00:00:00,"Coliform, Fecal",2,MPN/100 mL
783,Crown 2001 Shoreline Dr.,2015-10-13T00:00:00,Enterococcus,8,MPN/100 mL
784,Crown 2001 Shoreline Dr.,2015-10-13T00:00:00,"Coliform, Fecal",37,MPN/100 mL
785,Crown 2001 Shoreline Dr.,2015-10-26T00:00:00,"Coliform, Fecal",47,MPN/100 mL
786,Crown 2001 Shoreline Dr.,2015-11-16T00:00:00,Enterococcus,12,MPN/100 mL
787,Crown 2001 Shoreline Dr.,2015-11-23T00:00:00,"Coliform, Total",840,MPN/100 mL
788,Crown 2001 Shoreline Dr.,2015-12-14T00:00:00,Enterococcus,7,MPN/100 mL
789,Crown 2001 Shoreline Dr.,2015-12-28T00:00:00,Enterococcus,7,MPN/100 mL
790,Crown 2001 Shoreline Dr.,2016-01-25T00:00:00,Enterococcus,130,MPN/100 mL
791,Crown 2001 Shoreline Dr.,2016-03-07T00:00:00,"Coliform, Total",24000,MPN/100 mL
792,Crown 2001 Shoreline Dr.,2016-03-07T00:00:00,Enterococcus,570,cfu/100mL
793,Crown 2001 Shoreline Dr.,2016-03-21T00:00:00,Enterococcus,16,cfu/100mL
794,Crown 2001 Shoreline Dr.,2016-04-04T00:00:00,"Coliform, Fecal",38,cfu/100mL
795,Crown 2001 Shoreline Dr.,2016-04-25T00:00:00,Enterococcus,35,cfu/100mL
796,Crown 2001 Shoreline Dr.,2016-05-02T00:00:00,"Coliform, Total",24000,MPN/100 mL
797,Crown 2001 Shoreline Dr.,2016-05-16T00:00:00,"Coliform, Fecal",9,cfu/100mL
798,Crown 2001 Shoreline Dr.,2016-05-23T00:00:00,"Coliform, Fecal",190,cfu/100mL
799,Crown 2001 Shoreline Dr.,2016-06-06T00:00:00,Enterococcus,48,cfu/100mL
800,Crown 2001 Shoreline Dr.,2016-06-06T00:00:00,"Coliform, Fecal",24,cfu/100mL
801,Crown 2001 Shoreline Dr.,2016-06-08T00:00:00,"Coliform, Total",470,MPN/100 mL
802,Crown 2001 Shoreline Dr.,2016-06-13T00:00:00,"Coliform, Fecal",16,cfu/100mL
803,Crown 2001 Shoreline Dr.,2016-06-15T00:00:00,Enterococcus,1,cfu/100mL
804,Crown 2001 Shoreline Dr.,2016-06-27T00:00:00,"Coliform, Fecal",1,cfu/100mL
805,Crown 2001 Shoreline Dr.,2016-07-05T00:00:00,"Coliform, Fecal",10,cfu/100mL
806,Crown 2001 Shoreline Dr.,2016-07-11T00:00:00,Enterococcus,1,cfu/100mL
807,Crown 2001 Shoreline Dr.,2016-07-11T00:00:00,"Coliform, Fecal",58,cfu/100mL
808,Crown 2001 Shoreline Dr.,2016-07-19T00:00:00,Enterococcus,12,cfu/100mL
809,Crown 2001 Shoreline Dr.,2016-07-25T00:00:00,Enterococcus,2,cfu/100mL
810,Crown 2001 Shoreline Dr.,2016-08-15T00:00:00,Enterococcus,53,cfu/100mL
